property_type,price: ,sleeping_rooms,area
appartment,341576,3,184m2
appartment,857585,4,132m2
appartment,21502,2,231m2
appartment,10326,5,249m2
appartment,496747,5,167m2
appartment,427723,2,186m2
appartment,83663,5,171m2
appartment,148471,4,144m2
appartment,411542,5,180m2
appartment,933931,2,177m2
appartment,371039,5,204m2
house,820714,4,240m2
appartment,257045,3,229m2
house,897242,5,231m2
appartment,89567,5,181m2
appartment,864332,4,227m2
house,74039,2,232m2
appartment,93439,5,152m2
appartment,820755,3,155m2
appartment,375131,2,236m2
appartment,863727,5,130m2
appartment,260756,4,237m2
appartment,569087,3,200m2
appartment,251372,3,160m2
house,540126,3,130m2
house,219507,5,228m2
appartment,266782,2,156m2
house,969919,4,219m2
appartment,477749,2,144m2
house,490986,3,225m2
appartment,83505,2,246m2
appartment,390208,2,164m2
appartment,371157,2,180m2
appartment,852563,5,198m2
house,590581,3,202m2
appartment,474418,5,209m2
house,538052,2,177m2
appartment,688310,2,136m2
appartment,805635,3,172m2
house,357513,3,176m2
appartment,209090,4,200m2
appartment,852880,2,183m2
appartment,336673,2,172m2
appartment,168364,3,156m2
appartment,178663,5,149m2
appartment,86452,2,139m2
appartment,320161,2,176m2
appartment,672215,4,212m2
house,474423,5,221m2
house,99438,3,198m2
house,103482,5,216m2
appartment,58725,3,148m2
house,922645,4,148m2
appartment,760459,3,190m2
house,930547,5,159m2
house,92087,3,191m2
appartment,6692,5,220m2
appartment,374089,3,187m2
appartment,919792,2,169m2
appartment,682586,5,199m2
house,885331,5,183m2
appartment,474808,3,188m2
appartment,913709,4,169m2
appartment,936546,5,157m2
appartment,858676,4,241m2
house,975196,5,235m2
appartment,25543,5,160m2
appartment,808154,2,239m2
house,803318,2,235m2
appartment,884108,5,137m2
appartment,297357,5,190m2
appartment,344788,2,150m2
appartment,875557,3,200m2
appartment,632417,5,208m2
house,163181,2,210m2
house,945127,4,163m2
house,42335,4,234m2
appartment,103255,3,221m2
appartment,820126,2,182m2
house,271188,2,133m2
appartment,820770,4,240m2
appartment,127718,3,247m2
house,347822,4,213m2
appartment,996136,3,167m2
house,117210,3,226m2
appartment,973169,2,178m2
appartment,946113,5,133m2
house,357598,4,163m2
appartment,159399,4,191m2
house,459237,5,230m2
appartment,380403,5,246m2
appartment,592874,2,245m2
house,365331,5,182m2
appartment,557562,2,245m2
appartment,547315,3,185m2
appartment,621347,2,216m2
house,986468,5,131m2
appartment,728756,2,239m2
house,890666,3,139m2
house,256762,5,155m2
appartment,747775,3,220m2
house,215465,5,161m2
house,422390,2,224m2
house,705696,3,145m2
appartment,269892,4,138m2
house,231152,3,207m2
appartment,956213,3,211m2
house,266808,4,229m2
appartment,993086,4,219m2
appartment,440351,5,155m2
appartment,415207,2,188m2
appartment,421134,5,186m2
house,560269,4,214m2
house,604606,2,198m2
appartment,670455,3,218m2
appartment,953174,3,205m2
appartment,525261,5,139m2
appartment,700059,4,140m2
appartment,664708,2,190m2
appartment,19427,3,165m2
appartment,711844,4,155m2
house,60501,5,174m2
house,658784,5,137m2
house,675299,2,233m2
house,661094,4,229m2
appartment,594515,3,139m2
house,769455,2,219m2
appartment,255256,5,163m2
appartment,123289,2,178m2
appartment,281286,3,213m2
appartment,33827,2,164m2
appartment,190010,3,212m2
appartment,975739,5,237m2
house,578112,2,227m2
appartment,360773,3,244m2
appartment,509721,4,164m2
house,870989,3,233m2
appartment,597860,4,142m2
appartment,397992,3,215m2
house,955631,3,135m2
house,724234,3,139m2
house,580723,3,221m2
appartment,921731,5,175m2
appartment,416232,2,158m2
house,66734,5,229m2
appartment,690688,5,245m2
appartment,169333,4,205m2
house,796631,2,189m2
appartment,790029,5,232m2
appartment,843225,4,204m2
house,87233,4,240m2
appartment,218354,3,241m2
appartment,767140,4,246m2
appartment,332665,5,211m2
appartment,546235,5,215m2
appartment,852498,2,187m2
house,295299,3,138m2
house,322953,5,206m2
house,725594,4,135m2
house,599348,5,146m2
house,214278,5,169m2
appartment,598269,3,208m2
house,125603,3,209m2
appartment,566937,5,238m2
house,242098,2,135m2
appartment,190155,4,193m2
appartment,139942,3,224m2
appartment,999714,4,149m2
house,311238,3,191m2
appartment,844100,5,176m2
house,564900,2,168m2
house,846207,2,205m2
house,481539,4,202m2
house,406427,2,142m2
appartment,290960,5,143m2
appartment,370969,4,132m2
appartment,221480,4,159m2
appartment,298687,4,148m2
appartment,41523,5,212m2
house,51666,4,221m2
house,412290,5,226m2
house,79719,4,197m2
house,536486,4,246m2
house,535817,5,232m2
appartment,483153,5,148m2
appartment,953030,2,235m2
house,342294,4,228m2
appartment,457829,5,246m2
appartment,333979,4,242m2
house,14050,2,180m2
house,542608,5,221m2
appartment,891354,5,197m2
appartment,904682,4,216m2
appartment,410817,2,135m2
house,712075,2,180m2
appartment,323903,5,144m2
appartment,510188,5,174m2
house,757686,4,142m2
appartment,281747,2,177m2
appartment,934611,4,175m2
appartment,175014,2,217m2
appartment,466255,2,218m2
house,469141,2,188m2
appartment,987722,2,219m2
appartment,296422,3,179m2
appartment,999449,5,157m2
house,430707,2,147m2
house,801110,3,131m2
appartment,856031,5,213m2
appartment,712986,4,137m2
appartment,951830,3,133m2
house,653583,3,165m2
appartment,107498,3,201m2
appartment,513961,2,238m2
appartment,631391,5,136m2
appartment,338917,3,145m2
appartment,129379,2,199m2
appartment,852951,5,205m2
appartment,902035,3,241m2
house,131236,4,201m2
appartment,675077,5,162m2
appartment,454322,4,131m2
appartment,105462,2,210m2
appartment,895850,4,149m2
appartment,551017,5,174m2
appartment,294306,5,182m2
appartment,98559,2,195m2
appartment,856239,4,245m2
appartment,298320,4,249m2
appartment,890591,4,144m2
appartment,246528,4,187m2
appartment,494487,5,172m2
appartment,882047,2,220m2
appartment,852848,3,209m2
appartment,663275,5,186m2
appartment,436378,4,160m2
appartment,362281,3,188m2
house,203839,2,148m2
appartment,444374,3,193m2
appartment,336845,5,182m2
appartment,46153,2,153m2
house,600418,5,185m2
appartment,149376,2,162m2
house,630816,4,156m2
appartment,365621,4,234m2
appartment,894054,5,191m2
appartment,998036,5,198m2
appartment,933126,3,225m2
appartment,898615,3,227m2
appartment,341670,2,180m2
appartment,551395,3,192m2
house,716280,3,233m2
house,164189,4,216m2
appartment,795869,4,137m2
house,105958,3,235m2
house,460317,2,134m2
appartment,210502,3,214m2
appartment,530841,5,176m2
house,586628,2,222m2
appartment,666705,4,211m2
house,684207,5,203m2
appartment,941724,2,240m2
appartment,401396,4,135m2
house,947474,3,206m2
house,365199,3,136m2
appartment,193755,2,225m2
appartment,871368,2,175m2
appartment,108000,3,217m2
house,610648,5,139m2
appartment,43526,3,209m2
house,804073,3,227m2
house,82388,2,231m2
appartment,198563,3,222m2
house,579111,2,244m2
appartment,269562,5,169m2
house,886474,5,192m2
house,3800,3,229m2
appartment,906930,5,193m2
appartment,779160,5,193m2
appartment,140183,4,208m2
appartment,642916,3,224m2
appartment,160606,2,185m2
appartment,77822,2,223m2
appartment,957992,3,230m2
house,921913,5,198m2
house,656632,3,240m2
house,267793,5,202m2
house,832758,2,184m2
appartment,78086,3,157m2
house,910209,3,151m2
appartment,976824,3,189m2
house,836463,2,212m2
appartment,927957,4,161m2
appartment,646385,2,190m2
house,597469,3,208m2
appartment,161386,2,208m2
house,898978,4,184m2
appartment,663966,4,153m2
appartment,842445,3,216m2
appartment,793100,2,137m2
appartment,233469,3,173m2
house,863412,4,190m2
appartment,35628,2,187m2
appartment,734156,4,198m2
house,914994,2,188m2
appartment,446151,2,229m2
appartment,78303,4,166m2
house,356620,3,246m2
appartment,649371,3,229m2
appartment,863411,4,183m2
appartment,886459,2,142m2
house,193650,4,145m2
appartment,607089,2,183m2
house,12467,4,244m2
appartment,318467,5,135m2
appartment,788795,5,158m2
appartment,783635,2,209m2
appartment,902179,5,137m2
appartment,562568,5,225m2
appartment,91801,5,227m2
appartment,58923,4,174m2
house,270691,2,195m2
house,238252,4,144m2
appartment,530068,2,196m2
appartment,931463,3,211m2
appartment,548942,2,238m2
house,318023,3,177m2
appartment,493035,5,198m2
appartment,307500,2,229m2
appartment,261479,4,175m2
house,575999,5,198m2
appartment,535856,2,238m2
appartment,357109,5,248m2
house,360019,4,208m2
appartment,796301,3,164m2
appartment,275961,2,176m2
appartment,292541,4,138m2
appartment,105823,4,188m2
appartment,355965,5,234m2
appartment,921573,2,150m2
appartment,789864,5,164m2
appartment,839164,2,158m2
appartment,856705,2,155m2
house,601458,3,188m2
appartment,1613,2,225m2
appartment,387099,2,246m2
appartment,859839,3,136m2
appartment,66189,2,240m2
appartment,490476,5,237m2
appartment,800871,3,246m2
appartment,503953,5,150m2
house,820283,5,231m2
appartment,868056,2,192m2
appartment,202919,4,150m2
appartment,919965,3,171m2
appartment,312565,2,179m2
house,225976,5,207m2
appartment,624358,2,175m2
appartment,116131,3,189m2
appartment,296487,5,174m2
appartment,924709,5,170m2
house,694334,5,225m2
appartment,473637,5,179m2
appartment,185107,5,178m2
appartment,189326,2,199m2
house,649539,3,143m2
appartment,810381,2,168m2
appartment,909046,5,137m2
house,468753,2,205m2
appartment,679581,4,170m2
house,271274,4,221m2
appartment,277949,2,229m2
appartment,313343,2,193m2
appartment,301219,5,140m2
appartment,920507,3,186m2
appartment,298482,3,217m2
appartment,607722,4,205m2
appartment,977288,2,238m2
house,738884,4,153m2
appartment,57231,4,178m2
appartment,75782,4,149m2
appartment,708576,4,144m2
house,948604,4,162m2
appartment,405499,4,211m2
house,672542,5,181m2
house,490227,2,231m2
house,236166,4,175m2
appartment,415745,2,176m2
appartment,353545,5,135m2
house,242197,4,226m2
appartment,236997,5,135m2
house,724944,5,137m2
appartment,586522,3,221m2
appartment,832882,3,166m2
appartment,763852,3,195m2
appartment,127982,3,149m2
appartment,354847,5,178m2
appartment,241974,4,206m2
appartment,375357,4,233m2
appartment,806345,2,220m2
appartment,398664,4,248m2
appartment,636790,2,137m2
appartment,22344,5,176m2
house,170306,2,150m2
appartment,700635,4,244m2
appartment,988091,5,166m2
appartment,101952,5,247m2
appartment,952243,5,165m2
appartment,101053,2,222m2
house,957263,2,177m2
house,240046,4,205m2
house,752858,4,213m2
appartment,300594,5,164m2
appartment,898840,5,182m2
house,289061,2,158m2
house,960941,2,139m2
appartment,11585,5,190m2
appartment,716634,2,249m2
appartment,753250,4,134m2
house,620562,2,166m2
appartment,421203,5,134m2
appartment,236251,3,191m2
house,718620,4,175m2
appartment,899274,4,201m2
appartment,197998,5,218m2
appartment,13052,5,212m2
appartment,256085,2,221m2
appartment,102635,4,146m2
house,164970,3,220m2
appartment,515077,5,198m2
appartment,363685,2,209m2
appartment,803341,2,228m2
house,124241,3,226m2
appartment,957565,2,160m2
appartment,508682,2,212m2
appartment,990725,3,186m2
house,761327,4,195m2
house,222729,5,218m2
appartment,300417,5,195m2
appartment,639412,2,171m2
appartment,973028,3,231m2
appartment,22472,2,247m2
appartment,564706,3,135m2
appartment,676617,5,167m2
house,870939,5,150m2
appartment,395393,4,217m2
house,795444,5,245m2
appartment,47295,2,153m2
house,847647,5,198m2
appartment,977437,5,183m2
appartment,544004,2,194m2
appartment,973821,2,215m2
appartment,908438,4,160m2
house,278200,4,184m2
appartment,245318,2,242m2
appartment,479748,2,148m2
appartment,681309,5,173m2
appartment,209298,2,173m2
appartment,938559,4,158m2
appartment,537949,5,196m2
house,644231,5,227m2
appartment,325533,5,189m2
appartment,526769,4,156m2
appartment,926137,2,141m2
appartment,331636,5,241m2
house,253531,4,198m2
appartment,617539,3,239m2
appartment,89754,5,159m2
appartment,167569,2,156m2
house,858978,3,181m2
house,66569,5,192m2
appartment,629456,2,152m2
appartment,19225,5,191m2
appartment,489986,3,189m2
house,196554,4,206m2
appartment,445118,4,152m2
house,970517,4,182m2
appartment,947404,4,166m2
appartment,942253,5,227m2
house,711203,3,240m2
appartment,789937,4,166m2
appartment,701032,3,137m2
appartment,428485,2,150m2
appartment,733061,3,183m2
appartment,721437,4,169m2
appartment,830936,5,143m2
house,781597,4,220m2
appartment,914812,3,212m2
house,629560,3,130m2
appartment,398265,5,237m2
appartment,787052,3,164m2
appartment,200425,3,229m2
appartment,772229,3,233m2
appartment,564816,2,179m2
appartment,307140,3,142m2
appartment,237768,2,220m2
appartment,291070,3,192m2
appartment,473008,4,147m2
appartment,534412,5,150m2
house,305479,4,206m2
appartment,111061,3,230m2
appartment,335515,4,163m2
appartment,682259,5,219m2
house,611917,2,194m2
appartment,506994,3,220m2
appartment,518785,3,155m2
appartment,469568,3,132m2
house,795305,3,158m2
appartment,746166,2,192m2
appartment,231212,2,240m2
appartment,878898,2,141m2
appartment,794610,3,212m2
house,608573,5,220m2
appartment,204836,4,154m2
house,713000,4,170m2
appartment,277794,3,153m2
appartment,474195,3,249m2
appartment,131760,3,184m2
appartment,259427,5,154m2
appartment,994210,5,148m2
appartment,446637,4,246m2
appartment,630746,5,170m2
appartment,764066,4,199m2
appartment,841420,4,195m2
appartment,336795,3,219m2
appartment,612807,2,223m2
appartment,676593,5,226m2
appartment,393721,5,229m2
house,727376,2,167m2
house,782667,5,239m2
appartment,5365,5,237m2
house,477980,5,189m2
appartment,900987,3,184m2
house,89044,3,195m2
appartment,871160,4,163m2
appartment,229582,4,143m2
appartment,152613,2,232m2
appartment,709245,3,166m2
appartment,922263,5,216m2
house,811328,5,211m2
house,171245,3,235m2
appartment,959076,3,239m2
appartment,658668,3,159m2
house,688120,3,204m2
appartment,620604,4,173m2
appartment,96334,5,132m2
appartment,47679,3,230m2
appartment,531634,3,146m2
house,375420,5,173m2
appartment,733987,3,195m2
house,860620,3,184m2
appartment,637303,4,136m2
appartment,144027,3,218m2
appartment,802354,2,204m2
appartment,91326,5,215m2
appartment,440605,5,196m2
appartment,903109,3,201m2
appartment,205428,4,158m2
appartment,265777,4,132m2
appartment,495525,4,210m2
appartment,589321,2,220m2
appartment,452623,5,132m2
appartment,219808,5,250m2
appartment,859973,5,172m2
appartment,714204,5,140m2
appartment,968760,2,171m2
appartment,997376,5,181m2
appartment,866961,5,137m2
house,522242,3,135m2
appartment,991393,5,176m2
appartment,643238,3,175m2
appartment,567094,5,213m2
appartment,126758,2,207m2
appartment,724161,5,194m2
appartment,670182,2,222m2
appartment,31926,5,207m2
appartment,203674,5,197m2
appartment,557761,5,157m2
house,513878,5,248m2
appartment,768220,2,183m2
appartment,137821,3,157m2
house,566102,2,220m2
house,880170,2,189m2
appartment,251392,2,175m2
house,80439,4,224m2
appartment,786626,3,146m2
appartment,65074,5,240m2
house,839322,5,145m2
appartment,887261,5,243m2
appartment,124389,4,218m2
appartment,673546,3,149m2
house,829252,5,209m2
appartment,471144,4,206m2
house,329802,5,152m2
house,895481,2,202m2
appartment,617666,4,145m2
house,759531,2,167m2
house,937077,5,164m2
house,620916,5,211m2
house,573380,5,137m2
house,364259,4,170m2
house,51593,2,215m2
house,146716,5,250m2
appartment,302288,5,201m2
appartment,374957,5,191m2
appartment,996409,2,238m2
appartment,373870,3,174m2
house,820647,3,207m2
appartment,708005,4,201m2
house,726629,5,212m2
appartment,975689,2,208m2
appartment,178649,4,134m2
appartment,569034,4,170m2
appartment,588120,2,180m2
appartment,937032,3,232m2
appartment,524289,3,196m2
house,758107,2,218m2
appartment,335240,4,167m2
appartment,434471,5,189m2
appartment,868464,2,244m2
house,613929,5,180m2
appartment,564505,3,196m2
appartment,194760,3,157m2
appartment,871883,4,133m2
appartment,660226,4,159m2
house,943177,3,173m2
house,994300,2,233m2
appartment,795537,2,229m2
house,381133,4,156m2
appartment,651323,4,246m2
house,436272,5,146m2
house,442934,2,153m2
appartment,896027,4,146m2
appartment,352842,2,193m2
house,762794,5,186m2
appartment,764651,3,215m2
appartment,331323,4,205m2
appartment,852849,5,148m2
appartment,721129,3,210m2
house,52159,5,179m2
appartment,77943,4,149m2
house,461179,4,175m2
house,710746,4,236m2
appartment,424641,2,194m2
house,237754,3,179m2
appartment,283670,4,235m2
appartment,166412,4,180m2
appartment,951971,5,164m2
house,983706,3,249m2
appartment,596164,4,189m2
appartment,238092,2,201m2
house,843418,3,180m2
appartment,755965,3,222m2
appartment,462758,5,185m2
appartment,236613,4,178m2
appartment,591976,5,208m2
appartment,625969,3,240m2
appartment,550532,4,153m2
house,487177,5,188m2
appartment,557788,5,234m2
appartment,702510,5,162m2
appartment,938124,5,210m2
house,311434,5,187m2
house,428417,5,238m2
appartment,372116,4,135m2
house,449542,3,234m2
appartment,971808,4,212m2
appartment,930069,3,249m2
appartment,807814,3,182m2
appartment,715827,4,171m2
appartment,82885,5,170m2
appartment,278724,4,225m2
appartment,699804,4,188m2
appartment,102240,3,188m2
house,990029,5,214m2
house,500055,3,249m2
house,427051,2,174m2
appartment,27405,4,193m2
appartment,857045,4,162m2
appartment,850496,5,247m2
house,634038,4,147m2
house,744646,5,216m2
appartment,155510,2,200m2
house,107834,5,162m2
appartment,92679,3,207m2
appartment,391729,3,175m2
appartment,450424,5,185m2
appartment,496584,2,138m2
house,824646,3,131m2
appartment,655782,5,232m2
appartment,710189,4,180m2
appartment,799196,3,149m2
appartment,220756,2,241m2
appartment,878176,4,184m2
appartment,937374,2,205m2
house,489492,5,231m2
appartment,575942,3,226m2
appartment,788304,2,135m2
appartment,814632,5,238m2
appartment,485885,2,170m2
appartment,2701,3,163m2
appartment,988413,2,158m2
appartment,987676,2,175m2
house,451350,4,171m2
appartment,142099,2,172m2
house,771041,4,141m2
appartment,419836,2,208m2
house,889314,3,227m2
appartment,483171,2,141m2
appartment,679664,2,156m2
appartment,791780,5,199m2
appartment,164298,3,214m2
appartment,172825,2,153m2
appartment,54962,3,207m2
house,576561,4,223m2
appartment,336100,4,144m2
appartment,364887,3,181m2
appartment,683187,3,140m2
